WR Doc ID,Water Quantity,Latitude,Longitude,Color
2133215,6.732,45.83374,-120.27797,red
2063713,35.0,48.40265,-119.54949,red
2079588,1.3464,46.02121,-121.28934,red
2183566,0.0,47.076,-122.96536,red
2082048,160.0,47.53621,-120.29146,red
2070739,4.488,48.73442,-119.89515,red
2262262,0.0,47.70083,-122.53183,red
2275653,4.488,47.45066,-121.96189,red
2222128,19.0,47.22354,-123.21563,red
2175817,0.0,45.67157,-122.6097,red
2150826,40.0,48.07972,-123.15666,red
2152443,807840.0,47.80174,-124.23622,red
2200736,0.0,45.67328,-122.54629,red
2106292,10.0,46.96612,-118.89208,red
6802969,960.0,47.12689,-119.44108,red
2205054,0.0,47.36743,-122.85467,red
2201488,0.0,45.7148,-122.63081,red
2214219,4.488,45.61628,-122.18455,red
2191851,0.0,46.30788,-122.8963,red
2073167,450.0,45.90292,-120.27294,red
2263539,0.0,47.78765,-122.68144,red
2152634,224.4,48.07973,-123.24336,red
2033287,4.488,47.83927,-120.81286,red
4449918,18.0,48.19851,-122.52976,red
5604959,0.0,47.17846,-120.82535,red
2240012,0.0,47.93313,-122.59555,red
2274012,4.488,47.35061,-122.28126,red
2277575,897.6,47.77824,-122.18842,red
2078275,1270.104,46.53077,-120.76418,red
2208735,89.76,46.62872,-122.97946,red
2240516,0.0,48.17416,-122.17235,red
2222527,300.0,45.803,-122.46583,red
2087878,41.2896,48.96581,-119.10952,red
2093790,1040.0,46.77435,-119.92878,red
2059259,0.0,46.57055,-120.49895,red
2215297,100.0,47.00786,-122.33102,red
2186542,0.0,46.98807,-123.56461,red
2272303,4.488,48.67953,-122.31575,red
2057461,0.0,47.06602,-120.48813,red
2185933,0.0,46.9607,-123.04593,red
2266374,0.0,48.46445,-122.32485,red
2135146,4.488,48.54631,-118.13922,red
2208400,13.464,47.28189,-123.42779,red
2202091,0.0,48.10878,-123.17842,red
4710984,71.808,46.31866,-117.98353,blue
2225429,22.44,47.92858,-121.89526,red
2169440,0.0,45.70047,-122.60992,red
2203054,0.0,46.95987,-122.64344,red
2249971,0.0,47.60997,-122.17493,red
2184673,0.0,46.52826,-121.91807,red
2203221,0.0,47.35221,-123.15376,red
2110843,0.0,46.05668,-118.37834,blue
2218421,3.0,46.92556,-123.05925,red
2054531,10.0,46.58561,-120.60431,red
2253780,0.0,48.43569,-122.3244,red
2065491,0.0,46.6136,-120.3508,red
2161091,0.0,46.64154,-123.252,red
6721777,5.0,48.94914,-118.98542,red
2081010,250.0,46.70753,-120.73916,red
2034248,200.0,48.09902,-120.00394,red
2195078,0.0,46.51237,-124.05639,red
2120922,10.0,47.96077,-117.20088,red
2239736,0.0,47.57994,-121.92037,red
2110986,0.0,47.88214,-117.33651,red
2235949,0.0,47.77343,-122.59599,red
2154566,0.0,48.0355,-122.98303,red
2110829,0.0,48.66094,-118.73725,red
2195451,0.0,45.77499,-121.51734,red
2117416,0.0,47.13064,-117.0744,red
2276306,17.952,47.52485,-122.55423,red
2237455,0.0,48.20312,-122.66997,red
2126956,1.0,47.52894,-117.24954,red
2156239,0.0,46.32229,-122.77248,red
2074283,3.4,46.39694,-120.72292,red
2089621,2200.0,47.0266,-119.63661,red
2168507,0.0,46.48313,-124.04383,red
2079317,713.5920000000001,48.34659,-120.04371,red
2046969,7.0,47.48715,-120.3136,red
2066768,10.0,48.90886,-119.26517,red
2065342,10.0,48.28647,-119.70095,red
2113304,0.0,47.92555,-117.42243,red
2265897,0.0,48.02957,-121.69993,red
2176479,0.0,48.03626,-123.32945,red
2260718,0.0,48.02938,-122.04306,red
2106248,25.0,47.0853,-119.24159,red
2261077,0.0,47.56738,-122.23764,red
2257567,0.0,48.81123,-122.32188,red
2183717,0.0,47.10558,-122.39209,red
2136777,170.544,48.8583,-117.59312,red
2209198,8.976,45.89028,-122.42357,red
2042129,5.0,46.90522,-121.04523,red
2058749,0.0,46.64265,-121.00213,red
2108752,0.0,47.3266,-118.13269,red
2253963,0.0,48.45626,-122.85554,red
2285649,1997.16,48.11557,-121.85088,red
2247492,0.0,47.77289,-122.5525,red
2034299,160.0,48.53401,-120.17606,red
2116301,0.0,46.31685,-117.98089,blue
2277376,67.32,47.40849,-122.34548,red
2256613,0.0,48.27614,-121.69663,red
2239608,0.0,47.62864,-122.4892,red
2085258,20.0,48.44774,-119.54095,red
6128807,1500.0,47.76368,-117.35497,red
2110277,0.0,48.30168,-117.98576,red
2130413,94.6968,47.56035,-117.41992,red
2056801,0.0,46.3682,-120.15699,red
2241589,0.0,47.84195,-122.19652,red
2216477,25.0,46.93998,-122.81003,red
2132697,32762.4,45.85839,-119.81591,red
2051344,0.0,48.60527,-119.61459,red
2122996,20.0,47.27384,-118.21141,red
2033280,8.976,48.77783,-119.28681,red
2197032,0.0,47.49604,-123.78598,red
2120309,0.0,48.04084,-117.61871,red
2158570,0.0,46.74223,-123.15079,red
2041919,0.0,46.35368,-120.15705,red
2270298,0.0,47.7869,-122.511,red
2105208,0.0,47.83885,-117.7452,red
2060260,0.0,46.61402,-120.47761,red
2174700,0.0,47.01797,-122.98127,red
2144260,20.0,47.47083,-117.33621,red
2203887,0.0,45.69028,-122.5623,red
2261045,0.0,48.8697,-122.49696,red
2116091,0.0,48.62209,-117.53321,red
2053624,0.0,46.32308,-119.48245,red
2205693,0.0,47.20698,-122.51719,red
2152834,134640.0,46.26189,-122.23012,red
2263327,0.0,47.99985,-122.10867,red
2260334,0.0,47.512,-122.59949,red
2216213,60.0,45.60845,-122.49818,red
2248199,0.0,48.89914,-122.47518,red
2081468,550.0,46.31138,-119.86579,red
2069047,50.0,46.36821,-120.17799,red
2274304,31.416000000000004,47.68488,-122.68452,red
2163629,0.0,46.65555,-123.06658,red
2250458,0.0,47.49789,-122.55639,red
4182596,825.792,47.25109,-118.06531,red
2238848,0.0,48.99785,-122.58451,red
2105453,0.0,47.36877,-117.4884,red
2119311,0.0,48.31566,-117.87873,red
2201865,0.0,45.75809,-122.63075,red
2183191,0.0,46.98953,-122.53315,red
2048231,0.0,47.03593,-120.6346,red
2141051,22.0,48.60379,-118.11724,red
2218450,5.0,46.79907,-123.333,red
2073147,0.0,45.7744,-120.99996,red
4693109,396.0,47.25202,-120.08705,red
2243285,0.0,47.76965,-122.23863,red
2277740,1346.4,47.74541,-121.0905,red
2128455,20.0,46.33006,-118.4367,blue
2095309,240.0,46.04735,-118.45352,red
2203762,0.0,46.13403,-122.91911,red
2107348,0.0,47.32517,-117.46697,red
2065249,0.01,46.23647,-119.84194,red
2193310,0.0,47.22078,-122.38896,red
2251135,0.0,48.75319,-122.19162,red
2206014,0.0,48.10846,-123.51476,red
2063290,0.0,46.57102,-120.60432,red
2221646,68.0,46.46583,-122.16496,red
2200347,0.0,45.75905,-122.44511,red
2061220,0.0,46.23657,-119.86291,red
2179499,0.0,47.83152,-122.87549,red
2079737,179.52,46.88626,-120.79474,red
2237856,0.0,47.61219,-122.51057,red
2275057,8.976,48.1036,-121.39375,red
2197365,0.0,47.16195,-123.50046,red
2085827,40.0,46.17946,-119.27442,red
2072172,5.0,48.89438,-119.41867,red
2172511,0.0,46.91727,-122.5357,red
2070871,71.808,47.85802,-120.20508,red
2052085,24.0,46.42552,-120.26197,red
2087845,0.0,45.74545,-121.02079,red
2286112,673.2,48.47854,-122.28047,red
2096309,35.904,48.316,-117.81372,red
2269428,0.0,47.19195,-122.02681,red
2136106,538.56,46.04377,-118.52625,red
2152976,112200.0,47.70031,-123.75146,red
2116864,15.0,46.43795,-117.41476,blue
2105419,0.0,46.21895,-119.00264,red
2224100,500.0,48.42082,-122.43296,red
2192416,0.0,47.10527,-122.89661,red
2034590,2500.0,46.00599,-119.5497,red
2219590,30.0,46.96313,-123.02729,red
2102303,12.0,46.44371,-119.04805,red
2158986,0.0,47.03362,-124.03681,red
2284342,24.684,47.80226,-122.63862,red
2166545,0.0,47.10527,-122.89661,red
2075964,448.8,48.30274,-119.81259,red
2216252,10.0,48.10286,-123.48035,red
2091722,2500.0,46.83185,-119.54907,red
2042691,0.0,46.33862,-120.30441,red
2254143,0.0,48.23184,-122.12823,red
2256610,0.0,47.682,-122.08947,red
2137220,9.0,48.14113,-117.64713,red
2051660,250.0,48.48935,-119.61416,red
2105933,224.4,47.79065,-117.91448,red
2187300,0.0,46.51197,-124.04381,red
5725631,120.0,47.11107,-119.70363,red
2263856,0.0,47.65746,-122.51034,red
2159519,0.0,45.87352,-122.71152,red
2204522,0.0,46.74348,-122.9773,red
4680194,90.0,47.68849,-122.66826,red
2114543,0.0,48.64675,-118.11755,red
2153975,0.0,46.39249,-123.83796,red
2245209,0.0,48.04288,-122.1088,red
2274612,40.392,48.94233,-122.43029,red
2252381,0.0,47.8994,-121.89512,red
2070007,4.488,48.24321,-119.83114,red
2195729,0.0,45.77205,-122.71301,red
2084642,1200.0,48.28111,-119.71421,red
6574470,0.0,46.42431,-119.2701,red
2060664,0.0,46.93416,-120.40167,red
2214752,0.0,45.96384,-122.33349,red
2266302,0.0,47.95684,-122.40858,red
4692365,71.808,47.158595,-120.79933,red
2156568,0.0,46.97422,-122.72796,red
4520036,2000.0,47.29244,-118.77928,red
2050765,0.0,47.75001,-119.39516,red
2224080,8.976,48.32465,-122.01829,red
2147482,152.0,48.09421,-123.11313,red
2276135,4.488,47.80496,-122.3749,red
4256467,25.0,48.1574,-122.59056,red
2207895,8.976,46.33459,-122.69613,red
2058984,10.0,46.61433,-120.54066,red
4144421,300.0,45.7535,-120.85164,red
2263164,0.0,47.6719,-122.51031,red
2217905,110.0,45.70975,-122.55522,red
2208613,8.976,47.19253,-123.0234,red
2063755,10.0,46.23658,-119.92611,red
2061755,0.0,45.96273,-120.87454,red
2185875,0.0,46.82901,-123.1075,red
2076874,49.368,47.84107,-120.78289,red
2275724,4.488,47.79313,-122.20515,red
2065180,0.0,46.58561,-120.6253,red
2222016,350.064,46.60098,-121.69514,red
2048529,0.0,46.03336,-119.87685,red
2215091,48.0,47.94148,-122.68988,red
2184042,0.0,47.10511,-122.95988,red
2204924,0.0,47.19313,-123.06661,red
2048403,0.0,46.58561,-120.60431,red
2144551,70.0,46.322265,-117.996695,blue
4663897,121.17600000000002,46.34749,-119.25595,red
2248577,0.0,47.41065,-122.64198,red
2042968,800.0,47.51703,-120.48597,red
2155644,0.0,47.26561,-123.11139,red
2225598,44.88,47.36501,-122.30253,red
2249122,0.0,47.55559,-122.57798,red
2278864,25.0,48.70473,-122.90365,red
2216445,66.0,47.07367,-122.44044,red
2055110,0.0,47.42784,-120.29229,red
2264916,0.0,48.26083,-122.25874,red
2168939,0.0,46.51197,-124.04381,red
2247092,0.0,48.26104,-121.93419,red
2084211,90.0,47.52607,-120.48879,red
2271671,0.0,48.51984,-121.47156,red
2207959,336.6,46.88251,-123.28428,red
2210643,17.952,48.0624,-123.60087,red
2180363,0.0,46.78628,-123.02388,red
2271286,0.0,47.35068,-122.17608,red
2047350,0.0,46.20501,-119.08617,red
2264537,0.0,48.11517,-122.10877,red
2106686,0.0,47.92543,-117.35835,red
2191139,0.0,47.03113,-122.36858,red
2184475,0.0,46.30775,-122.75156,red
2268642,0.0,48.75332,-122.36635,red
2136961,179520.0,47.68413,-117.32792,red
2110316,0.0,47.89618,-118.8831,red
2188127,0.0,45.64344,-122.36268,red
2195467,0.0,45.77499,-121.51734,red
2063427,4488.0,48.74771,-119.00089,red
2047396,4488.0,48.40272,-119.57112,red
2060178,15.0,46.2512,-119.92615,red
2067219,4.9368,48.89335,-119.76657,red
2184004,0.0,47.22093,-122.5158,red
2099101,0.0,47.42775,-118.28217,red
2190158,0.0,46.94513,-122.55845,red
2160706,0.0,45.67211,-122.50587,red
2134747,116.688,46.07304,-118.2759,blue
2228139,4488.0,48.86745,-121.66319,red
2276780,44.88,47.29885,-122.25777,red
2274980,4.488,48.71016,-122.43295,red
2037982,10.0,48.74884,-119.41837,red
2091116,89.76,47.98375,-117.76801,red
2113471,15.0,46.24695,-119.12497,red
6800013,1200.0,47.63985,-118.73471,red
2264655,0.0,48.05738,-122.15157,red
2037803,600.0,46.83335,-120.68726,red
2159366,0.0,48.02005,-122.70244,red
2110912,0.0,48.3017,-118.05114,red
2054894,0.0,46.44088,-120.46951,red
2118184,40.0,47.52026,-117.4521,red
2230890,0.0,48.99778,-122.45183,red
2089146,8.976,48.1126,-117.77683,red
2189294,0.0,46.75753,-123.23557,red
2129740,0.0,46.0567,-118.56528,red
2261271,0.0,47.62857,-122.51044,red
2268201,0.0,48.00014,-122.00052,red
6221511,72.93,47.08233,-120.69032,red
2215270,60.0,46.96158,-122.83117,red
2074985,0.0,48.47589,-120.1763,red
2049157,10.0,48.34426,-119.70076,red
2144495,150.0,46.84172,-119.66507,red
2053880,0.0,47.852,-119.75983,red
2151948,179520.0,45.76117,-121.61967,red
2109613,0.0,47.21242,-119.80004,red
2202505,0.0,47.36772,-122.98246,red
2246676,0.0,47.78495,-122.32463,red
2127474,448.8,47.87667,-117.71099,red
2258311,0.0,48.05733,-122.1088,red
2136057,5.8344,46.02566,-118.41751,red
2246763,0.0,47.51212,-122.62064,red
2116187,3.0,47.60459,-117.74738,red
2201245,0.0,47.35264,-122.57863,red
2033468,35.904,47.98493,-118.92142,red
2043555,12.0,46.2512,-119.884,red
2121378,0.0,46.21918,-119.06562,red
2206537,8.976,45.62378,-122.05609,red
2048458,0.0,47.06602,-120.48813,red
2204365,0.0,45.70047,-122.60992,red
2186585,0.0,47.25083,-122.96092,red
2173966,0.0,48.05062,-123.09154,red
2185862,0.0,47.30846,-122.87609,red
2105607,0.0,46.24885,-119.14855,red
2056011,4488.0,48.57535,-119.36001,red
2102003,0.0,48.57642,-117.85764,red
2270391,0.0,47.44003,-122.51382,red
2151378,244596.0,45.67256,-122.13614,red
2178380,0.0,47.32316,-122.7889,red
2137910,55.0,46.21348,-118.91675,red
2193143,0.0,47.35332,-122.94016,red
2074608,5.0,47.5751,-120.63596,red
6804839,1.0,46.0508,-118.7426,red
2279951,35.0,48.31084,-122.65775,red
2246657,0.0,47.40853,-122.21775,red
2122877,0.0,47.23581,-119.83471,red
2150982,8.976,46.22103,-122.87576,red
2266028,0.0,47.4806,-122.06889,red
2276565,67.32,47.66305,-122.74844,red
2046170,0.0,46.23625,-119.75827,red
2273478,8.976,48.66706,-122.41135,red
2095368,0.0,48.73359,-118.73801,red
5525745,8.976,47.49484,-123.31698,red
2176438,0.0,47.10558,-122.39209,red
2149285,13.464,45.81612,-121.91195,red
2104675,2.244,46.00814,-117.40765,blue
2106618,0.0,47.73718,-117.50752,red
2094859,2200.0,47.0645,-119.01329,red
2068419,4488.0,48.80683,-119.33054,red
2139885,115.0,46.56586,-120.73348,red
2275085,15.708000000000002,47.38167,-122.51396,red
2087865,224.4,47.38536,-120.31305,red
